Code;Name
BKK;LUXKING GROUP HOLDINGS LIMITED
BKV;DUKANG DISTILLERS HLDGS LTD
BKW;DATAPULSE TECHNOLOGY LIMITED
BKX;YONGMAO HOLDINGS LIMITED
BKY;AVI-TECH ELECTRONICS LIMITED
BKZ;SUNTAR ECO-CITY LIMITED
BLA;UNION STEEL HOLDINGS LIMITED
BLH;HAI LECK HOLDINGS LIMITED
BLIW;HAI LECK HOLDINGS W190513
BLJW;HAI LECK HOLDINGS W180105
BLL;PSL HOLDINGS LTD
BLMW;PSL HOLDINGS W170422
BLR;DARCO WATER TECHNOLOGIES LTD
BLS;HOTUNG INVESTMENT HLDGS LTD
BLT;K1 VENTURES LIMITED
BLU;GRP LTD
BLW;GLOBAL PALM RESOURCES HLGS LTD
BLZ;ADVANCED HOLDINGS LTD.
BMA;WEIYE HOLDINGS LIMITED
BMGU;BHG RETAIL REIT
BMH;HUPSTEEL LTD
BMNW;CSC HOLDINGS W201229
BMT;NEW SILKROUTES GROUP LIMITED
BN2;VALUETRONICS HOLDINGS LIMITED
BN4;KEPPEL CORPORATION LIMITED
BNE;KENCANA AGRI LIMITED
BOL;MEMTECH INTERNATIONAL LTD
BOU;INFORMATICS EDUCATION LTD.
BOVW;CHASEN HOLDINGS W180201
BPF;YHI INTERNATIONAL LIMITED
BQC;A-SMART HOLDINGS LTD.
BQD;ENVICTUS INTERNATIONAL HLDGLTD
BQF;XMH HOLDINGS LTD.
BQI;ASIA FASHION HOLDINGS LIMITED
BQM;TIONG WOON CORP HOLDING LTD
BQN;BH GLOBAL CORPORATION LIMITED
BQO;DELONG HOLDINGS LIMITED
BQP;SOUTHERN PACKAGING GROUP LTD
BR9;CHINA HONGXING SPORTS LIMITED
BRD;SAPPHIRE CORPORATION LIMITED
BRE;LINC ENERGY LTD
BRHW;NEW SILKROUTES GROUP W190329
BRQZ;ASPIAL TREA S$200M5.3%B200401
BRR;THE STRATECH GROUP LIMITED
BRS;USP GROUP LIMITED
BS6;YANGZIJIANG SHIPBLDG HLDGS LTD
BSHW;EZION HOLDINGS W200424
BSKZ;PERENNIAL S$280M4.55%N200429
BSL;RAFFLES MEDICAL GROUP LTD
BTE;BUND CENTER INVESTMENT LTD
BTF;DEBAO PROPERTY DEVELOPMENT LTD
BTG;HG METAL MANUFACTURING LTD
BTJ;A-SONIC AEROSPACE LIMITED
BTM;PENGUIN INTERNATIONAL LIMITED
BTNZ;OXLEY MTN S$150M 5.15%B200518
BTOU;MANULIFE US REIT
BTP;BAKER TECHNOLOGY LIMITED
BTWZ;HYFLUX S$500M6%PERPCAPSEC
BTX;ANCHUN INTERNATIONAL HLDGS LTD
BTY;FULL APEX (HOLDINGS) LIMITED
BUOU;FRASERS LOGISTICS & IND TRUST
BUPW;SOILBUILD CONSTRUCTION W210715
BVA;TOP GLOVE CORPORATION BHD
BVP;AIMS PROPERTY SECURITIES FUND
BVQ;PROCURRI CORPORATION LIMITED
BWCU;EC WORLD REIT
BWM;CHINA JINJIANG ENV HLDG CO LTD
BWQU;FRASERS LOGISTICS&IND TRUSTAUD
BWRW;DBS MB ECW170201
BWSW;DBS MB EPW170201
BWTW;UOB MB ECW170201
BWUW;UOB MB EPW170201
BWZW;SINGTEL MB EPW170601
BXE;CDW HOLDING LIMITED
BXLW;RAMBA ENERGY LIMITED W190918
BXNW;SINGTEL MB ECW170602
BXQW;DBS VT ECW170213
BXRW;OCBC BK VT ECW170213
BXSW;UOB VT ECW170213
BXVW;HSCEI 11200 UB ECW170126
BXWW;HSCEI 9400 UB EPW170126
BXXW;HSI 25000 UB ECW170126
BYI;PHILLIP SGX APAC DIV REIT ETF
BYJ;PHILLIP SGX APACDIV REIT ETFS$
BYMW;STI 2950 MB ECW170228
BYNW;STI 2750 MB EPW170228
BYOW;OCBC BK MB EPW170306
BYPW;OCBC BK MB ECW170306
BYQW;CAPITALAND MB EPW170403
BYRW;CAPITALAND MB ECW170403
BYS;UPL LIMITED GDR
BYTW;WILMAR MB ECW170703
BYUW;WILMAR MB EPW170703
BYVW;KEPCORP MB ECW170306
BYWW;KEPCORP MB EPW170306
BZBW;NIKKEI225 14000 MB EPW170310
BZCW;NIKKEI225 14500 MB ECW170310
BZDW;NIKKEI225 15500 MB EPW170310
BZEW;NIKKEI225 16500 MB ECW170310
BZFW;NIKKEI225 17500 MB EPW170310
BZGW;NIKKEI225 18000 MB ECW170310
BZHW;NIKKEI225 19500 MB ECW170310
BZKS;N517100F 220401
BZQW;HSI 24600 VT ECW170126
BZRW;HSI 22600 VT EPW170126
BZYW;UOB MB ECW170605
BZZW;UOB MB EPW170605
C04;CASA HOLDINGS LIMITED
C05;CHEMICAL INDUSTRIES (F.E.) LTD
C06;CSC HOLDINGS LTD
C07;JARDINE CYCLE & CARRIAGE LTD
C09;CITY DEVELOPMENTS LIMITED
C13;CH OFFSHORE LTD
C14;CWT LIMITED
C29;CHIP ENG SENG CORPORATION LTD
C2J;SUNMART HOLDINGS LIMITED
C2PU;PARKWAYLIFE REIT
C31;CAPITALAND LIMITED
C33;CHUAN HUP HOLDINGS LIMITED
C38U;CAPITALAND MALL TRUST
C41;CORTINA HOLDINGS LIMITED
C50;CHEUNG WOH TECHNOLOGIES LTD
C52;COMFORTDELGRO CORPORATION LTD
C56;CELESTIAL NUTRIFOODS LIMITED
C61U;CAPITALAND COMMERCIAL TRUST
C6L;SINGAPORE AIRLINES LTD
C70;CITY DEVELOPMENTS LTD NCCPS
C71;CHINA PAPER HOLDINGS LIMITED
C76;CREATIVE TECHNOLOGY LTD
C86;CHINA SUN BIOCHEM TECH GP CO.
C8R;JIUTIAN CHEMICAL GROUP LIMITED
C92;CHINA HAIDA LTD.
C9Q;SINOSTAR PEC HOLDINGS LIMITED
CAAW;DBS MB ECW170605
CABW;DBS MB EPW170605
CAIW;DBS MB ECW170612
CAJW;DBS MB EPW170612
CAKW;HSI 22800 VT ECW170126
CALW;HSI 21600 VT EPW170126
CAMW;GRP LTD W171129
CANW;HSI 23800 MB ECW170126
CAOW;HSI 23000 MB ECW170126
CAPW;HSI 22400 MB EPW170126
CAQW;HSI 21400 MB EPW170126
CARW;HSI 22400 UB ECW170330
CASW;HSI 23600 UB ECW170427
CATW;HSI 24800 UB ECW170529
CAUW;HSI 20800 UB EPW170330
CAVW;HSCEI 10000 UB ECW170529
CAWW;S&P500 2180 MB ECW170317
CAXW;S&P500 2280 MB ECW170317
CAYW;S&P500 2030 MB EPW170317
CAZW;S&P500 2130 MB EPW170317
CBAW;SINGTEL MB ECW171002
CBBW;SINGTEL MB EPW171002
CBCW;CHINA FLEXIBLE PACK W191205
CBDW;DBS MB ECW170703
CBEW;DBS MB EPW170703
CBFW;UOB MB ECW170703
CBGW;UOB MB EPW170703
CBHW;OCBC BK MB ECW171002
CBIW;OCBC BK MB EPW171002
CBJW;DBS MB ECW170710
CBKW;DBS MB ECW171002
CBLW;DBS MB ECW171030
CBMW;DBS MB ECW171101
CBNW;DBS MB EPW171002
CBOW;DBS MB EPW171030
CBQW;UOB MB EPW171002
CBRW;UOB MB ECW171101
CBSW;UOB MB ECW171030
CBUW;STI 2900 MB ECW170428
CBVW;STI 3000 MB ECW170428
CBWW;STI 2850 MB EPW170428
CBXW;STI 2950 MB EPW170428
CBYW;HSI 22600 MB ECW170227
CBZW;HSI 21200 MB EPW170227
CC3;STARHUB LTD
CCAW;KEPCORP MB ECW170703
CCBW;KEPCORP MB EPW170703
CCCW;WILMAR MB ECW170710
CCDW;WILMAR MB EPW170710
CCEW;HSI 23000 MB ECW170330
CCFW;HSI 23800 MB ECW170330
CCGW;HSI 21600 MB EPW170330
CCHW;HSI 22400 MB EPW170330
CCIW;NIKKEI225 15000 MB ECW170609
CCJW;NIKKEI225 17000 MB ECW170609
CCKW;NIKKEI225 21000 MB ECW170609
CCLW;NIKKEI225 19000 MB ECW170609
CCMW;NIKKEI225 18000 MB EPW170609
CCNW;NIKKEI225 16000 MB EPW170609
CCOW;NIKKEI225 14000 MB EPW170609
CCPW;NIKKEI225 20000 MB EPW170609
CCQW;HSI 22200 MB ECW170126
CCRW;HSI 20600 MB EPW170126
CCSW;HSI 22200 MB ECW170330
CCTW;HSI 20600 MB EPW170330
CCUW;HSI 24200 MB ECW170427
CCVW;HSI 21200 MB EPW170427
CCWW;HSI 21800 MB ECW170227
CCXW;HSI 23400 MB ECW170227
CCYW;HSI 22000 MB EPW170227
CCZW;HSI 20400 MB EPW170227
CDCW;HSI 23200 JP ECW170330
CDDW;S&P500 2500 MB ECW170915
CDEW;S&P500 2350 MB ECW170616
CDFW;S&P500 2250 MB ECW170616
CDGW;S&P500 2000 MB EPW170915
CDHW;S&P500 2100 MB EPW170616
CDIW;S&P500 2200 MB EPW170616
CDJW;STI 2850 MB ECW170630
CDKW;STI 3050 MB ECW170630
CDLW;STI 2800 MB EPW170630
CDMW;STI 2900 MB EPW170630
CDNW;CAPITALAND MB ECW170703
CDOW;CAPITALAND MB EPW170703
CDPR;TAT HONG HOLDINGS LTD R
CDQR;TAT HONG HOLDINGS LTD R1
CDRW;HSI 21600 VT ECW170330
CDSW;HSI 22800 VT ECW170330
CDTW;HSI 21000 VT EPW170330
CDUW;HSI 22000 VT EPW170330
CDVZ;KRISENERGY S$139.464MZ240131
CDWW;SECOND CHANCE PROP W200123
CDXW;KRISENERGY LTD. W240131
CDY;VIVA INDUSTRIAL TRUST A
CDZW;HSI 22000 VT ECW170529
CEAW;HSI 23188 VT ECW170529
CEBW;HSI 21400 VT EPW170529
CECW;HSI 22600 VT EPW170529
CEDU;DASIN RETAIL TRUST
CEE;CITIC ENVIROTECH LTD.
CH8;CHINA SUNSINE CHEM HLDGS LTD.
CODE;NAME
CY6U;ASCENDAS INDIA TRUST
CZ4;DUTECH HOLDINGS LIMITED
D01;DAIRY FARM INT'L HOLDINGS LTD
D03;DEL MONTE PACIFIC LIMITED
D05;DBS GROUP HOLDINGS LTD
D07;SPDR DJIA ETF TRUST
D11;DESIGN STUDIO GROUP LTD.
D1R;ARA ASSET MANAGEMENT LIMITED
D2U;CACOLA FURNITURE INTL LIMITED
D4N;CHINA NEW TOWN DEVT CO LIMITED
D50;CHINA GREAT LAND HOLDINGS LTD.
D5IU;LIPPO MALLS INDO RETAIL TRUST
D5N;Z-OBEE HOLDINGS LIMITED
D6U;DYNAMIC COLOURS LIMITED
D79;C&G ENV PROTECT HLDGS LTD
D8DU;FIRST SHIP LEASE TRUST
DK2;FIBRECHEM TECHNOLOGIES NCPS
DM0;HANWELL HOLDINGS LIMITED
DU4;MERMAID MARITIME PUBLIC CO LTD
E16;ELEC & ELTEK INT CO LTD
E23;EUROPTRONIC GROUP LTD
E27;EUCON HOLDING LIMITED
E28;FRENCKEN GROUP LIMITED
E3B;WEE HUR HOLDINGS LTD.
E5H;GOLDEN AGRI-RESOURCES LTD
E6R;SAMKO TIMBER LIMITED
E8Z;ROXY-PACIFIC HOLDINGS LIMITED
E90;CHINA SKY CHEM FIBRE CO., LTD.
E9L;JOYAS INTERNATIONAL HLDGS LTD
EB5;FIRST RESOURCES LIMITED
EB7;KTL GLOBAL LIMITED
EE6;MERCATOR LINES (SINGAPORE) LTD
EG0;JES INTERNATIONAL HOLDINGS LTD
EH5;UNITED OVERSEAS AUSTRALIA LTD
ER0;KSH HOLDINGS LIMITED
ES3;STI ETF
F03;FOOD EMPIRE HOLDINGS LIMITED
F10;F J BENJAMIN HOLDINGS LTD
F11;FUNG CHOI MEDIA GROUP LIMITED
F12;FIBRECHEM TECHNOLOGIES LIMITED
F13;FU YU CORPORATION LTD
F17;GUOCOLAND LIMITED
F1E;LOW KENG HUAT (SINGAPORE) LTD
F25U;FORTUNE REAL ESTATE INV TRUST
F31;FRAGRANCE GROUP LIMITED
F34;WILMAR INTERNATIONAL LIMITED
F3V;MMP RESOURCES LIMITED
F83;COSCO CORPORATION (S) LTD
F86;MYP LTD.
F99;FRASER AND NEAVE, LIMITED
F9D;BOUSTEAD SINGAPORE LIMITED
FO8;ERATAT LIFESTYLE LIMITED
FP1;DAPAI INTL HLDG CO. LTD.
FQ7;JASPER INVESTMENTS LIMITED
FQ8;CHINA SPORTS INTL LIMITED
G07;GREAT EASTERN HLDGS LTD
G08;GP BATTERIES INT LTD
G0I;NAM LEE PRESSED METAL INDS LTD
G10;YUEXIU PROPERTY CO LIMITED
G11;GLOBAL TECH (HLDGS) LIMITED
G13;GENTING SINGAPORE PLC
G1K;LYXOR ETF ASIA EX 10
G1M;LYXOR ETF MSCI MALAYSIA 10
G1N;LYXOR ETF MSCI INDIA 10
G1O;LYXOR COMMODITIES CRBNONENERGY
G20;GP INDUSTRIES LIMITED
G3B;NIKKO AM SINGAPORE STI ETF
G41;G. K. GOH HOLDINGS LIMITED
G50;GRAND BANKS YACHTS LIMITED
G54;CHINA ESSENCE GROUP LTD.
G5X;ANWELL TECHNOLOGIES LIMITED
G92;CHINA AVIATION OIL(S) CORP LTD
GG0;OCBCCAPCORP(2008) 5.1%NCPS 100
GU5;CHINA KUNDA TECH HOLDINGS LTD
H02;HAW PAR CORP LTD
H07;STAMFORD LAND CORPORATION LTD
H12;HOTEL ROYAL LTD
H13;HO BEE LAND LIMITED
H15;HOTEL PROPERTIES LTD
H16;HUAN HSIN HOLDINGS LTD
H17;HI-P INTERNATIONAL LIMITED
H18;HOTEL GRAND CENTRAL LTD
H19;HWA HONG CORPORATION LIMITED
H1N;LYXOR ETF MSCI EMERGING MKT 10
H1O;LYXORETF MSCI EM LATIN AMERICA
H1P;LYXOR ETF MSCI WORLD 10
H1Q;LYXOR ETF NASDAQ100 10
H20;HOE LEONG CORPORATION LTD.
H22;HONG LEONG ASIA LTD.
H27;HLH GROUP LIMITED
H30;HONG FOK CORPORATION LTD
H78;HONGKONG LAND HOLDINGS LIMITED
HD6;DBXT S&P 500 SHORT ETF 10
HD7;DBXT MSCI TAIWAN ETF 10
HD8;DBXT FT CHINA 50 ETF 10
HD9;DBXT FTSE VIETNAM ETF 10
HE0;DBXT NIFTY50 ETF 10
I06;INTRACO LIMITED
I07;ISDN HOLDINGS LIMITED
I11;IPCO INT'L LIMITED
I15;ISETAN (SINGAPORE) LTD
I26;INNOPAC HOLDINGS LIMITED
I49;IFS CAPITAL LIMITED
I4R;INCH KENNETH KAJANG RUBBER PLC
I5H;FORISE INTERNATIONAL LIMITED
I85;HENGXIN TECHNOLOGY LTD.
I98;IS MSCI INDIA 100
I9T;ZIWO HOLDINGS LTD.
IH0;DBXT EURO STOXX 50 ETF 10
IH1;DBXT MSCI ASIA EX JAPAN ETF 10
IH2;DBXT MSCI KOREA ETF 10
IH3;DBXT MSCI EUROPE ETF 10
IH4;DBXT USD CASH ETF 5
IW5;SEROJA INVESTMENTS LIMITED
IX2;PEC LTD.
J03;JADASON ENTERPRISES LTD
J0M;DBXT MSCI EMERGING MKTS ETF 10
J0N;DBXT MSCI EMG MKTS ASIA ETF 10
J0O;DBXT MSCI BRAZIL TRN ETF 10
J0P;DBXT MSCI WORLD TRN ETF 10
J0Q;DBXT MSCI PACIFIC EXJAP ETF 10
J0R;DBXT MSCI RUSSIA CAP 25 ETF 10
J0T;INVESTMENT BEVER BUSINESS FUND
J17;JACKSPEED CORPORATION LIMITED
J18;CHINA JISHAN HOLDINGS LIMITED
J2T;HOCK LIAN SENG HOLDINGS LTD
J36;JARDINE MATHESON HLDGS LTD
J37;JARDINE STRATEGIC HLDGS LTD
J69U;FRASERS CENTREPOINT TRUST
J85;CDL HOSPITALITY TRUSTS
J91U;CAMBRIDGE INDUSTRIAL TRUST
JA9;CHANGJIANG FERTILIZER HLGS LTD
JC5;LYXOR ETF MSCI EUROPE 10
JC6;LYXOR ETF DOW JONES IA 10
JC7;LYXOR ETF RUSSIA 10
JK8;UNITED SSE 50 CHINA ETF
K03;KHONG GUAN LIMITED
K11;KEPPEL TELE & TRAN
K14;KINGBOARD COPPER FOIL HDGS LTD
K1Q;TTJ HOLDINGS LIMITED
K22;RAFFLES UNITED HOLDINGS LTD.
K29;KARIN TECHNOLOGY HLDGS LIMITED
K2LU;CACHE LOGISTICS TRUST
K2N;CHINA MINZHONG FOOD CORP LTD
K3CD;CHINA EASTERN AIR ADR 10
K3DD;SINOPEC PETROCHEMICAL ADR 10
K3ED;CHINA TELECOM ADR 10
K3FD;HUANENG POWER INTL ADR 10
K3GD;YANZHOU COAL MINING ADR 10
K3HD;ALUMINUM CORP OF CHINA ADR 10
K3ID;CHINA UNICOM HK LTD ADR 10
K3JD;CHANGYOU.COM ADR 10
K3KD;TRINA SOLAR ADR 10
K3MD;NETEASE ADR 10
K3OD;PETROCHINA ADR 10
K3PD;CHINAMOBILE ADR 10
K3RD;CTRIP.COM INTERNATIONAL ADR 10
K3SD;BAIDU.COM ADR 10
K3TD;CHINA SOUTHERN AIR ADR 10
K6K;DBXT S&P500 ETF 10
K6S;PRUDENTIAL PLC
K6Y;DBXT AUD SSA BONDS ETF 5
K71U;KEPPEL REIT
K75;KOH BROTHERS GROUP LIMITED
KF5;DBXT USD IG INFL TREAS ETF 5
KF6;DBXT IBOXX SOV EURO ETF 5
KF7;DBXT IBOXX US TREAS ETF 5
KF8;DBXT MSCI USA ETF 10
KI3;HU AN CABLE HOLDINGS LTD.
KJ5;BBR HOLDINGS (S) LTD
KJ6;DBXT SORA ETF 5
KJ7;DBXT MSCI INDONESIA ETF 10
KJ9;COGENT HOLDINGS LIMITED
KT2;DBXT IBOXX KOREA ETF 5
KT3;DBXT STOXX GLOB DIV 100 ETF 10
KT4;DBXT CSI300 ETF 10
KT9;QINGMEI GROUP HOLDINGS LIMITED
KV4;DBXT IBOXX SINGAPORE ETF 5
KV5;DBXT AUD CASH ETF 5
KV6;DBXT AUD CASH ETF USD 5
KV7;DBXT AUD CASH ETF SGD 5
KV8;DBXT EONIA TR ETF USD 5
L02;MANHATTAN RESOURCES LIMITED
L03;LIAN BENG GROUP LTD
L09;LUNG KEE (BERMUDA) HLDGS LTD
L17;LTC CORPORATION LIMITED
L19;LUM CHANG HOLDINGS LIMITED
L20;LIFEBRANDZ LTD.
L22;LANKOM ELECTRONICS LIMITED
L23;ENVIRO-HUB HOLDINGS LTD
L38;AF GLOBAL LIMITED
L46;LUZHOU BIO-CHEM TECHNOLOGY LTD
L5I;ABTERRA LTD
LF1;DBXT S&P/ASX 200 ETF 10
LF2;DBXT MSCI JAPAN TRN ETF 10
LG6;DBXT MSCI MALAYSIA TRN ETF 10
LG7;DBXT MSCI THAILAND TRN ETF 10
LG8;DBXT MSCI INDIA TRN ETF 10
LG9;DBXT MSCI CHINA TRN ETF 10
LJ3;OUE LIMITED
LS9;LEADER ENVIRONMENTAL TECH LTD
M01;METRO HOLDINGS LIMITED
M03;MIYOSHI LIMITED
M04;MANDARIN ORIENTAL INTL LTD
M05;MTQ CORPORATION LIMITED
M11;MFG INTEGRATION TECHNOLOGY LTD
M12;MARUWA CO. LTD
M14;INNOTEK LIMITED
M15;MATEX INTERNATIONAL LIMITED
M1GU;SABANA SHARI'AH COMPLIANT REIT
M1Z;TEE INTERNATIONAL LIMITED
M20;MURATA MFG CO. LTD 100
M30;MEGHMANI ORGANICS LIMITED
M35;WHEELOCK PROPERTIES (S) LTD
M44U;MAPLETREE LOGISTICS TRUST
M62;CIMB FTSE ASEAN40 100
MC0;GLOBAL LOGISTIC PROP LIMITED
ME8U;MAPLETREE INDUSTRIAL TRUST
MF6;MUN SIONG ENGINEERING LIMITED
MR7;NORDIC GROUP LIMITED
MR8;YORKSHINE HOLDINGS LIMITED
MS7;VARD HOLDINGS LIMITED
MT1;DRAGON GROUP INTL LIMITED
MU7;DBS S$800M 4.7% NCPS
MV4;MEWAH INTERNATIONAL INC.
N01;NERATELECOMMUNICATIONS LTD
N02;NSL LTD.
N08;NEW TOYO INT HLDGS LTD
N0Z;COMBINE WILL INTL HLDGS LTD
N14;M DEVELOPMENT LTD.
N21;NOBLE GROUP LIMITED
N2E;DBXT MSCI PHILIPPINES ETF 10
N2F;DBXT MSCI ASIA EXJAP HDY ETF10
N2H;HYFLUX 6% CUM PREF CLASS A 10
N2IU;MAPLETREE COMMERCIAL TRUST
N32;NIPPECRAFT LIMITED
N33;NOMURA HOLDINGS, INC
N4E;NAM CHEONG LIMITED
N5YD;MUFJ FINANCIAL ADR 10
N6AD;JA SOLAR ADR 10
N6DD;MIZUHO FINANCIAL ADR 10
N6ED;NTT DOCOMO ADR 10
N6FD;TOYOTA MOTOR ADR 10
N6M;ISHARES USD ASIA BOND ETF
NC2;SRI TRANG AGRO-INDUSTRY PCL
NC9;MALAYSIA SMELTING CORP BHD 100
ND8U;FRASERS COMMERCIAL TRUST
NO4;DYNA-MAC HOLDINGS LTD.
NR7;RAFFLES EDUCATION CORP LTD
NS8U;HUTCHISON PORT HOLDINGS TRUST
O08;OSSIA INTERNATIONAL LTD
O10;FAR EAST ORCHARD LIMITED
O2I;AVIC INTL MARITIME HLDGLIMITED
O32;OLAM INTERNATIONAL LIMITED
O39;OVERSEA-CHINESE BANKING CORP
O5J;WELSPUN CORP LIMITED GDR
O5RU;AIMS AMP CAP INDUSTRIAL REIT
O6Z;LONZA GROUP LTD
O87;SPDR GOLD SHARES
O9A;DBXT MSCI SINGAPORE IM ETF 10
O9B;DBXT MSCI ASIAPAC EXJAP ETF 10
O9C;DBXT MSCI BANGLADESH IM ETF 10
O9D;DBXT MSCI PAKISTAN IM ETF 10
O9E;PARKSON RETAIL ASIA LIMITED
O9P;ISHARES USD ASIA HY BOND ETF
OL9S;NZ10100F 300901
OM0S;NX11100X 210601
OM2S;N710100Z 170401
OM5S;NY03100A 180901
OU8;CENTURION CORPORATION LIMITED
OV8;SHENG SIONG GROUP LTD
P01;POH TIONG CHOON LOGISTICS LTD
P11;PACIFIC ANDES RESOURCES DEVLTD
P15;PACIFIC CENTURY REGIONAL DEVTS
P19;PCI LIMITED
P2P;LYXOR ETF THAI SET 10
P2Q;LYXOR ETF INDONESIA 10
P34;DELFI LIMITED
P36;PAN HONG HOLDINGS GROUP LTD
P40U;STARHILL GLOBAL REIT
P52;PAN-UNITED CORPORATION LTD
P58;LYXOR CHINA H 10
P5P;CIMB S&P ASIA PACIFIC DIVIDEND
P60;LYXOR ASIA 10
P74;CHINA KANGDA FOOD COMPANY LTD
P7VU;HUTCHISON PORT HLDGS TRUST S$
P8A;CORDLIFE GROUP LIMITED
P8Z;BUMITAMA AGRI LTD.
P9D;CIVMEC LIMITED
P9GZ;GENTING SPS$500M5.125% PERPSEC
P9J;GLOBAL PREMIUM HOTELS LIMITED
PA3;TA CORPORATION LTD
PH0;VGO CORPORATION LIMITED
PH1S;NA12100N 420401
PU4D;VODAFONE ADR 10
PU6D;HSBC ADR 10
PU7D;ROYAL DUTCH SHELL A ADR 10
PU9D;SYNGENTA ADR
Q01;QAF LTD
Q0F;IHH HEALTHCARE BERHAD
Q0X;LEY CHOON GROUP HLDG LIMITED
Q1P;ASCENDAS HOSPITALITY TRUST
Q3JW;SECOND CHANCE PROP W170724
Q5T;FAR EAST HOSPITALITY TRUST
QC7;Q & M DENTAL GROUP (S) LIMITED
QF6;SWEE HONG LIMITED
QG1;METECH INTERNATIONAL LIMITED
QK9;IS MSCI INDIA 100 S$
QL2;ISHARES USD ASIA BOND ETF S$
QL3;ISHARES USD ASIA HY BOND ETFS$
QR9;CIMB S&P ASIA PAC DIVIDEND S$
QS0;CIMB FT ASEAN 40 100 S$
QS9;GLOBAL INVACOM GROUP LIMITED
R07;ROTARY ENGINEERING LIMITED
R14;RAMBA ENERGY LIMITED
R1LS;N513100T 180401
R1MS;NX13100H 230701
R1NS;NZ13100V 330901
R8P;YANGI FUND
R9IW;OLAM INTERNATIONAL W180129
RC5;TRIYARDS HOLDINGS LIMITED
RE2;COURTS ASIA LIMITED
RE4;GEO ENERGY RESOURCES LIMITED
RF1U;RHT HEALTH TRUST
RF7;GAYLIN HOLDINGS LIMITED
RQ1;OVERSEAS EDUCATION LIMITED
RQ9;YOUNGONE CORPORATION GDR
RS1;CHINA ENVIRONMENTAL RES GP LTD
RW0U;MAPLETREE GREATER CHINACOMM TR
S07;SHANGRI-LA ASIA LIMITED
S08;SINGAPORE POST LIMITED
S10;SUPER GROUP LTD.
S19;SINGAPORE SHIPPING CORP LTD
S20;STRAITS TRADING CO. LTD
S21;GENTING HONG KONG LIMITED
S23;SINGAPURA FINANCE LTD
S27;SPDR S&P 500 ETF TRUST
S29;STAMFORD TYRES CORPORATIONLTD
S2D;TOSEI CORPORATION
S35;SING INVESTMENTS & FINANCE LTD
S3N;OKH GLOBAL LTD.
S41;HONG LEONG FINANCE LIMITED
S44;ENGRO CORPORATION LIMITED
S45U;SINGAPORE INDEX FUND
S46;SAN TEH LIMITED
S49;SINGAPORE REINSURANCE COR LTD
S51;SEMBCORP MARINE LTD
S56;SAMUDERA SHIPPING LINE LTD
S58;SATS LTD.
S59;SIA ENGINEERING CO LTD
S61;SBS TRANSIT LTD
S63;SINGAPORE TECH ENGINEERING LTD
S68;SINGAPORE EXCHANGE LIMITED
S69;SERIAL SYSTEM LTD
S6NU;CROESUS RETAIL TRUST
S71;SUNRIGHT LTD
S7OU;ASIAN PAY TELEVISION TRUST
S7P;SOILBUILD CONSTRUCTION GRP LTD
S85;STRACO CORPORATION LIMITED
S91;ALIBABA PICTURES GROUP LIMITED
S9B;TEE LAND LIMITED
SH8;DBXT IBOXX INDONESIA ETF 10
SK3;KRISENERGY LTD.
SK6U;SPH REIT
SK7;OUE HOSPITALITY TRUST
SO7;YANGZIJIANG SHIPBLDG HLDGS RMB
SV3U;SOILBUILD BUSINESS SPACE REIT
T03;TAT HONG HOLDINGS LTD
T09;TT INTERNATIONAL LIMITED
T12;TAT SENG PACKAGING GROUP LTD
T13;RH PETROGAS LIMITED
T14;TIANJIN ZHONG XIN PHARM GROUP
T15;TAN CHONG INT'L LTD
T18;TPV TECHNOLOGY LIMITED
T19;TRANSCORP HOLDINGS LIMITED
T24;TUAN SING HOLDINGS LIMITED
T39;SINGAPORE PRESS HLDGS LTD
T41;TELECHOICE INTERNATIONAL LTD
T42;CHINA AUTO ELECTRONICS GRP LTD
T43;TECHCOMP (HOLDINGS) LIMITED
T4B;SINO GRANDNESS FOOD IND GP LTD
T4E;COMPACT METAL INDUSTRIES LTD
T55;TIH LIMITED
T6I;VALUEMAX GROUP LIMITED
T7UW;CENTURION CORPORATION W171027
T82U;SUNTEC REAL ESTATE INV TRUST
T8B;VIVA INDUSTRIAL TRUST
T8FS;NY14100E 290701
T8GS;N514100H 191001
T8JU;SAIZEN REAL ESTATE INV TRUST
T8UW;ISDN HOLDINGS LIMITED W181110
T8V;PACIFIC RADIANCE LTD.
T9R;KOLAO HOLDINGS GDR
TK3;DOOSAN INFRACORE GDR R
TK4;DOOSAN INFRACORE GDR A
TQ5;FRASERS CENTREPOINT LIMITED
TS0U;OUE COMMERCIAL REIT
TY3;MAIWAI FUND
TY6Z;CAPITALDMTR S$350M3.08%B210220
U04;UNITED ENGINEERS LTD ORD
U05;UNITED ENGINEERS 7.5% CUM PREF
U06;UNITED INDUSTRIAL CORP LTD
U09;UPP HOLDINGS LIMITED
U10;UOB-KAY HIAN HOLDINGS LIMITED
U11;UNITED OVERSEAS BANK LTD
U13;UNITED OVERSEAS INSURANCE LTD
U14;UOL GROUP LIMITED
U19;CITIC ENVIROTECH LTD.
U2KW;CHASEN HOLDINGS W170320
U6C;PACC OFFSHORE SVCS HLDG LTD.
U77;SARINE TECHNOLOGIES LTD
U7Q;HANWHA CHEMICAL CORP GDR A
U7R;HANWHA CHEMICAL CORP GDR R
U96;SEMBCORP INDUSTRIES LTD
U9E;CHINA EVERBRIGHT WATER LIMITED
U9LW;TIH LIMITED W170519
